HITId,summary,memType,storyIx,sentIx,sent,HippocorpusAssignmentId,rawEventAnnot,majorBin,minorBin,expectedBin,surprisingBin,eventOrNot
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,11,I started to think about my job and how I had to miss out on things with my kids because of work and I decided to just quit.,38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,major-surprising,noEvent,major-surprising,major-surprising,noEvent,major-surprising",0.5714285714285714,0.0,0.0,0.5714285714285714,0.5714285714285714
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,12,"Out of the blue, I just quit my job after 7 1/2 years and decided I was going to support myself and my children by committing to work full time online so I would be a single stay at home mom.",38YMOXR4MVL349I5Y98RHNIL33P6WB,"major-surprising,major-surprising,major-surprising,major-surprising,major-surprising,noEvent,major-surprising",0.8571428571428571,0.0,0.0,0.8571428571428571,0.8571428571428571
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,13,After I actually done this I felt empowered but by the next day I felt terrified because I had devoted 7 1/2 years to a job I had planned to retire from.,38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,major-expected,noEvent,noEvent,major-expected,noEvent,minor-expected",0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,14,"I questioned myself and then realized, this chapter was officially over.",38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,major-surprising,noEvent,minor-expected,noEvent,noEvent,major-surprising",0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,15,I had taken the kids to school and it was time for me to get online and work.,38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,minor-expected,noEvent,minor-expected,noEvent,noEvent,major-surprising",0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.42857142857142855
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,16,This was almost 3 weeks ago.,38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,noEvent,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.0,0.0,0.0,0.0
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,17,"It has been a struggle so far and I'm learning how to navigate my time when it comes to working online, but it's been rewarding.",38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,noEvent,noEvent,noEvent,minor-expected,noEvent,major-surprising",0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,18,"This destination of happiness, while I realized it's a mood and not so much a destination, I have spent much more time feeling it.",38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,noEvent,noEvent,noEvent,major-expected,noEvent,noEvent",0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,19,"I've not only been able to take my kids to school, but I've actually been able to watch my 14 year old son's soccer games and haven't missed a baseball practice for my younger son and we've spent more time hiking and going to the dog park.",38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,minor-expected,major-surprising,minor-expected,noEvent,minor-expected,major-surprising",0.2857142857142857,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.7142857142857143
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,20,I know it won't be easy but I am tired of living on auto pilot.,38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-surprising,noEvent",0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,21,For the first time in as long as I can even remember I'm happy and that's an incredible feeling.,38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,noEvent,noEvent,noEvent,major-surprising,noEvent,major-surprising",0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,22,"I hope to find more work online because I need more income soon, but I feel as though things will work out for the best.",38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,noEvent,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.0,0.0,0.0,0.0
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,23,Sometimes you have to choose yourself and actually live.,38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,noEvent,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.0,0.0,0.0,0.0
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,recalled,1,24,This was my time and I'm proud to say I chose me.,38YMOXR4MVL349I5Y98RHNIL33P6WB,"noEvent,noEvent,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.0,0.0,0.0,0.0
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,0,I always feel like I am not in the moment.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,noEvent,major-surprising,noEvent,noEvent,noEvent,noEvent",0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,1,I feel like I'm living my days like a robot and not connecting with anyone.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,noEvent,noEvent,noEvent,noEvent,major-expected,noEvent",0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,2,It's like a lightbulb went off and I realized what all I'm missing out on.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,noEvent,noEvent,major-surprising,noEvent,major-surprising,major-surprising",0.42857142857142855,0.0,0.0,0.42857142857142855,0.42857142857142855
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,3,I've been going through the motions of the day and going about my life like a schedule.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-expected,noEvent",0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,4,"Now, that I finally see what I've been doing I know what I have to change.",34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,noEvent,major-surprising,noEvent,major-surprising,major-surprising,noEvent",0.42857142857142855,0.0,0.0,0.42857142857142855,0.42857142857142855
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,5,It means no more living on auto pilot and loving the same way.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,noEvent,major-surprising,noEvent,noEvent,minor-expected,noEvent",0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,6,I realize how I need to take the extra time to show my kids how much I love them and not just expect them to just know.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,minor-expected,noEvent,noEvent,major-expected,minor-expected,minor-expected",0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,0.5714285714285714
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,7,I realize I need to change up the monotonous everyday and show them by actually saying it more out loud and not expecting them to know because I do the standard things everyday that they've come to expect of me.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"major-surprising,noEvent,noEvent,noEvent,noEvent,minor-expected,noEvent",0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,8,Everyone needs to truly feel and understand that they're loved which I've realized can't be done on the same monotonous auto pilot mode.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,minor-expected,noEvent,noEvent,noEvent,minor-expected,noEvent",0.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,9,It's time to go outside of the norm and truly show it.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,noEvent,noEvent,noEvent,noEvent,minor-expected,noEvent",0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,10,I have literally changed my everyday life from a simple realization.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,minor-expected,noEvent,noEvent,major-surprising,minor-expected,major-surprising",0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,11,"By actually showing my love and speaking my truth it has made not only my children much happier and more willing to talk openly to me about what's going on in their lives, but it's also made me so much happier.",34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"major-surprising,minor-expected,noEvent,noEvent,major-expected,minor-expected,noEvent",0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.5714285714285714
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,12,Living on auto pilot happens way to often and I feel like I can't be the only one in the same boat.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,noEvent,noEvent,noEvent,noEvent,minor-expected,noEvent",0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,13,I feel like my advice when talking with friends and family has really had a positive impact on them as well.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,minor-expected,noEvent,noEvent,minor-expected,minor-expected,noEvent",0.0,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,14,"It's sad that we forget, so often, that our loved ones should just see our love just because we do the things we are required to do to care for one another.",34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,noEvent,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.0,0.0,0.0,0.0
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,15,It is not only myself living on auto pilot but me putting my kids on auto pilot and I had to make a change.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"noEvent,noEvent,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.0,0.0,0.0,0.0
38G0E1M85MR94BA7EFVWM7I38JVVUM,This is a story about me and how I decided to stop loving on auto pilot. I chose to change everything.,retold,3,16,I'm so thankful I did because it's made my relationship with my children a much more positive one.,34HJIJKLP6ICAXEMPBAGYNFT9NYV4Z,"major-expected,minor-expected,noEvent,minor-expected,minor-expected,minor-expected,noEvent",0.14285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.7142857142857143
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,0,I was on my daily game of Dota 2 last week and I had a very intense two hour game that is both stressful yet rewarding.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"major-expected,minor-expected,noEvent,major-surprising,noEvent,major-expected,minor-expected,noEvent",0.375,0.25,0.5,0.125,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,1,It's always been stressful yet rewarding for me over the thousands of hours I have played in this game but my last week's game stands out than the rest.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,minor-expected,noEvent,major-expected,noEvent,minor-expected,noEvent,major-surprising",0.25,0.25,0.375,0.125,0.5
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,2,I picked Crystal Maiden as my hero and I went with another person who played a carry Slark at the bottom lane.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"minor-expected,minor-expected,minor-expected,major-surprising,minor-expected,major-surprising,minor-expected,noEvent",0.25,0.625,0.625,0.25,0.875
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,3,My lane partner was very vocal on the team chat on how I am very inefficient and was stealing his experience points in the game.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,major-surprising,minor-expected,noEvent,noEvent,major-surprising,minor-expected,major-surprising",0.375,0.25,0.25,0.375,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,4,He did say something about how 'noob' I am and grew more and more frustrated minute by minute.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"major-surprising,major-surprising,noEvent,minor-expected,noEvent,major-expected,major-surprising,minor-expected",0.5,0.25,0.375,0.375,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,5,"He was killed multiple times in the early game and of course, I was blamed for it.",3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,major-surprising,major-surprising,noEvent,noEvent,major-surprising,major-surprising,major-expected",0.625,0.0,0.125,0.5,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,6,I did not let his words be a distraction nor a way to just give up and surrender.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,7,"Even though I had a mic, I stayed quiet and just typed 'I'm sorry' on chat whenever he screamed at me.",3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,major-surprising,minor-expected,minor-expected,noEvent,major-surprising,minor-expected,noEvent",0.25,0.375,0.375,0.25,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,8,Our towers are down but I kept optimistic on winning.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,major-surprising,major-surprising,major-surprising,minor-expected,minor-expected,minor-expected,noEvent",0.375,0.375,0.375,0.375,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,9,"Even though he was being angry at me and whenever I made I mistake I get bullied by him, he also never gave up and continued gaining experience and gold necessary for his hero to be powerful.",3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,major-surprising,noEvent,noEvent,noEvent,major-expected,noEvent,major-surprising",0.375,0.0,0.125,0.25,0.375
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,10,"The first time the enemy made a mistake and we won a team fight, I immediately congratulated our team for the great play and my other teammates were all audibly optimistic as well.",3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"major-surprising,minor-expected,noEvent,noEvent,major-surprising,major-surprising,minor-expected,major-expected",0.5,0.25,0.375,0.375,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,11,Our carry Slark at this point has considerably limited his verbal abuse and I was sure that he will cooperate once he realized we were all there to win the game.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,major-surprising,noEvent,minor-expected,noEvent,major-surprising,minor-expected,major-surprising",0.375,0.25,0.25,0.375,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,12,The enemy had many more mistakes after that and we had a very satisfying comeback.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,major-surprising,minor-expected,major-surprising,major-surprising,major-expected,noEvent,noEvent",0.5,0.125,0.25,0.375,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,13,"I would always commend and rate positively my teammates whenever I win, so I did it as well with Slark.",3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,minor-expected,noEvent,noEvent,noEvent,minor-expected,noEvent,noEvent",0.0,0.25,0.25,0.0,0.25
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,14,I was surprised that he did commend me back and got a friend request from him after the game.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"major-surprising,major-surprising,noEvent,noEvent,noEvent,major-surprising,major-surprising,major-surprising",0.625,0.0,0.0,0.625,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,15,I did accept his friend requests and we've been playing a few more games to this day.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"major-expected,major-surprising,noEvent,minor-expected,major-surprising,major-expected,minor-expected,noEvent",0.5,0.25,0.5,0.25,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",imagined,1,16,I actually quite like his company and we enjoy our in-game banter and he actually jokes a lot with me now.,3SKRO2GZ72DH2NNR3PD7YGXAVRFK1B,"noEvent,major-surprising,noEvent,noEvent,major-surprising,major-surprising,major-surprising,noEvent",0.5,0.0,0.0,0.5,0.5
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,0,Two days ago my son was harassed at football practice by some of his teammates.,3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"major-surprising,major-surprising,noEvent,major-surprising,noEvent,major-expected,major-surprising,major-surprising",0.75,0.0,0.125,0.625,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,1,"He is an incredibly good player, good student, and is well-liked.",3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"noEvent,minor-expected,noEvent,major-surprising,noEvent,minor-expected,noEvent,noEvent",0.125,0.25,0.25,0.125,0.375
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,2,"However, some kids have taken affront to the fact that he is an all around good kid and good guy.",3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"noEvent,major-surprising,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.25,0.0,0.0,0.25,0.25
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,3,They are jealous of his popularity and his alleged perfection.,3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"noEvent,major-surprising,noEvent,noEvent,noEvent,major-expected,major-surprising,noEvent",0.375,0.0,0.125,0.25,0.375
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,4,Before practice 4 kids circled him up and pushed him around while taunting him with emotionally scarring words that effected his game play during practice.,3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"noEvent,major-surprising,major-surprising,noEvent,major-expected,major-surprising,major-surprising,major-surprising",0.75,0.0,0.125,0.625,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,5,"He didn't want to turn the kids in because he felt that that would cause more problems, but he did choose to share his concerns with me -as a way to vent.",3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"minor-expected,minor-expected,noEvent,minor-expected,noEvent,major-expected,noEvent,major-expected",0.25,0.375,0.625,0.0,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,6,He and I went for a long run to get it out of our systems.,3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"minor-expected,major-surprising,major-surprising,major-surprising,minor-expected,minor-expected,minor-expected,major-surprising",0.5,0.5,0.5,0.5,1.0
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,7,"I couldn't sleep that night, I was angry at the kids and upset for my son.",3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"major-expected,minor-expected,minor-expected,noEvent,major-expected,major-surprising,minor-expected,noEvent",0.375,0.375,0.625,0.125,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,8,"Even though he said he was ok, I knew that he wasn't and I could see the hurt and frustration in his eyes.",3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,9,"The next day, I called the coach and took it upon myself to report the situation.",3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"major-expected,minor-expected,major-expected,minor-expected,major-expected,major-expected,minor-expected,major-expected",0.625,0.375,1.0,0.0,1.0
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,10,"He was surprised because everyone likes my son, and was concerned that he opted not to say anything to him about it.",3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"noEvent,major-surprising,noEvent,major-surprising,noEvent,major-surprising,noEvent,major-surprising",0.5,0.0,0.0,0.5,0.5
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,11,"The coach wound up looking at the security footage from the field for that day, and though he couldn't hear what was being said, he was able to determine who it was, and what was happening.",3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"minor-expected,major-surprising,minor-expected,noEvent,noEvent,minor-expected,minor-expected,minor-expected",0.125,0.625,0.625,0.125,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,12,He showed the whole team the footage at practice the next day.,3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"major-surprising,major-surprising,major-surprising,minor-expected,major-expected,major-expected,minor-expected,major-surprising",0.75,0.25,0.5,0.5,1.0
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,13,The entire team -except those kids of course - voted to have the brats kicked off the team for bullying and harassment.,3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"noEvent,major-surprising,major-expected,noEvent,major-surprising,major-expected,major-surprising,major-expected",0.75,0.0,0.375,0.375,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,14,They were also suspended from school for their behavior.,3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"major-expected,major-surprising,major-surprising,minor-expected,major-surprising,major-surprising,major-expected,major-expected",0.875,0.125,0.5,0.5,1.0
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",recalled,2,15,"I know it was wrong, but I couldn't help but feel a little pleasure in the how this was handled.",3PQMUDRV7SS1WYT1BTD1DZZIUP6II3,"noEvent,minor-expected,noEvent,major-surprising,minor-expected,major-surprising,noEvent,noEvent",0.25,0.25,0.25,0.25,0.5
